utterance|intent|domain|dialogue_id
Hello, I'd like a reservation for my birthday next Sunday, somewhere rustic, near Seattle around 6pm.|greet|restaurant|single_sen
Hello I would like to make a reservation for 2 at a popular bar near the stadium|greet|restaurant|single_sen
Hello I would like to make a reservation for a family style restaurant on Tuesday night - party of 5|greet|restaurant|single_sen
Hello I would like to make a reservation for a newer hip place on Saturday- party of 3|greet|restaurant|single_sen
Hello I would like to make a reservation for 2 for Thursday|greet|restaurant|single_sen
Hello I would like to make a reservation for 1 at an Indian food place for Wednesday afternoon|greet|restaurant|single_sen
Hey there, I'm looking for some mexican food for tonight, can you help me out? In Seattle at 7pm for 3 people|greet|restaurant|single_sen
Hi I'm looking for a highly rated seafood restaurant in downtown Seattle|greet|restaurant|single_sen
HI. I'm looking for a table for 2 with a waterfront view tonight in seattle at 8:00pm|greet|restaurant|single_sen
Hello, Is there someone there who could help me make some reservations at a restaurant?|greet|restaurant|single_sen
Hi, I was wondering if there was someone who could help me make some dinner reservations|greet|restaurant|single_sen
Hello! I need to place a reservation for a kid's birthday party in Seattle on March 15 at 5pm. There will be approximately 6 children and 8 adults, so 14 of us total, and it needs to be someplace special for the kiddos.|greet|restaurant|single_sen
Hi,  I need to find a restaurant with good Thai food in Las Vegas, Nevada.|greet|restaurant|single_sen
hello, I'd like to find a restaurant near the Woodruff Arts Center in Atlanta, GA|greet|restaurant|single_sen
Hi I'd like to take my husband out for his birthday. Can I get a table for 2 at a romantic, quiet place?|greet|restaurant|single_sen
hello, I need help finding a good moderately priced restaurant near Woodruff Arts Center in Atlanta, GA|greet|restaurant|single_sen
Hello, I need to book a french restaurant in Seattle for two people|greet|restaurant|single_sen
Hello. I am looking to place a reservation for 4 guests at Il Belago in St. Louis for Saturday at 7pm. Is that possible?|greet|restaurant|single_sen
Hello, I would like to book the restaurant Cardamom Kitchen in Atlanta, GA for 8 people next Friday|greet|restaurant|single_sen
Hello, I would like to find a good pizza restaurant in Seattle for a casual date.|greet|restaurant|single_sen
Hello, i would like to book Downtown Grill in Macon, GA for 8:00 Monday, party of 3|greet|restaurant|single_sen
hi, I'd like to reserve a table for two at the General Muir in Atlanta for Saturday at 8:00|greet|restaurant|single_sen
Hello, I am looking to dine at a French restaurant, do you have any recomendations?|greet|restaurant|single_sen
Hello, I'd like to find an upscale restaurant near the Washington Memorial, in Washington DC|greet|restaurant|single_sen
hi, I'd like to reserve a restaurant in Macon, GA for 3 tomorrow night at 6:00|greet|restaurant|single_sen
Hi there I would like a reservation for two for chinese.|greet|restaurant|single_sen
Hi. I'm looking for a steakhouse recommendation|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 5pm in New York City, preferably an American restaurant.|greet|restaurant|single_sen
Good Evening, I would like to make dinner reservations|greet|restaurant|single_sen
hi im interested in restaurants in philadelphia|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 6pm in Baltimore, preferably an Asian restaurant.|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 6pm in Los Angeles, preferably a steakhouse.|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 8pm in Dallas, preferably an Asian restaurant.|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 7pm in Boston, preferably a seafood restaurant.|greet|restaurant|single_sen
Good Evening, I would like to make some dinner reservations for a business meeting|greet|restaurant|single_sen
Hello.  Can you book a reservation for 4 at El Camino in Louisville, KY for Saturday evening/night?  Any time after 6 is good.  Dining on the patio would be great but we are agreeable to either.|greet|restaurant|single_sen
Hi.  I wanted to see if you could get me a table for two this coming friday (sometime between 6:30 and 8:30 pm) at The Silver Dollar in Louisville, KY.  We would prefer to dine al fresco.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated french restaurant in zip code 91020.|greet|restaurant|single_sen
Hi there! I'd like to reserve a table tomorrow around 8pm in Boston, preferably an American restaurant.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated bbq restaurant in zip code 94509.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated french restaurant in zip code 94015.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated chinese restaurant in zip code 94704.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated bbq restaurant in zip code 93380.|greet|restaurant|single_sen
Hi, I'd like to book a reservation for a party of 25 at a steakhouse in Houston, TX.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated french restaurant in zip code 94509.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated mexican restaurant in zip code 85302|greet|restaurant|single_sen
Hi, is there a reseraunt in Cesar's palace you can recommend ?|greet|restaurant|single_sen
Hi. I am in the mood for italian food. Where should I go tonight at 7pm in Phoenix?|greet|restaurant|single_sen
Hi, can I get a table for six at a Hard Rock Cafe in Los Angeles?|greet|restaurant|single_sen
Hi, I'm trying to book a table for four at a bistro in Brooklyn. I'd prefer something more upscale, and we're trying to go Tuesday afternoon at 3. Can you help me out?|greet|restaurant|single_sen
Hi, I need a table for 5 at a sushi restaurant in Detroit.|greet|restaurant|single_sen
Hi, I need a reservation for four people at an Italian restaurant in buffalo|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated french restaurant in zip code 94704.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated mexican restaurant in zip code 85296|greet|restaurant|single_sen
Hello, can i get a table for three at an expensive Italian place in NYC for Tuesday night at 8pm?|greet|restaurant|single_sen
Hi,  what is a great seafood place in Knoxville TN?|greet|restaurant|single_sen
Hello. I would like to eat at a restaurant that has vegetarian options in LA. There will be 2 of us.|greet|restaurant|single_sen
Hello, I'd like reservations in NY City for 4 at a nice wine bar|greet|restaurant|single_sen
Hi, I'm looking to make a reservation for 4 people at Eb Greens in Buffalo NY|greet|restaurant|single_sen
Hi, I need a reservation for 4 to Tempo Restaurant in Buffalo Y|greet|restaurant|single_sen
Hi please find me a sushi place in NYC for tomorrow night.|greet|restaurant|single_sen
Hi, I need a reservation for two to Tappo in Buffalo NY|greet|restaurant|single_sen
Hi, I need a reservation for two to the Left Bank in Buffalo NY|greet|restaurant|single_sen
Hi, I need a reservation for four to the Erie Grill in Rochester NY|greet|restaurant|single_sen
Hi, I'm in Memphis TN for the weekend and am looking for somewhere that has great prime rib.  What do you recommend?|greet|restaurant|single_sen
Hi,  I'm looking for a highly rated Italian restaurant in Cincinnati OH|greet|restaurant|single_sen
Hello, I need to book a reservation tonight for three people. I'm looking for a Japanese restaurant in Palm Springs, CA|greet|restaurant|single_sen
Hello, I'd like to make some dinner reservations please.|greet|restaurant|single_sen
Hi I'd like to book a restaurant|greet|restaurant|single_sen
Hi, I need a reservation for 4 to Dinosaur BBQ in Buffalo NY|greet|restaurant|single_sen
Hi I need reservations to an all vegan restaurant. I'm trying to impress this girl from yoga class.|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated chinese restaurant in zip code 91910.|greet|restaurant|single_sen
Hi, can you tell me how far out your scheduling for: Pacific Catch, 1200 9th Avenue, San Francisco, CA 94122|greet|restaurant|single_sen
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated bbq restaurant in zip code 94704.|greet|restaurant|single_sen
Hi, does this restaurant cater? Pacific Catch, 1200 9th Avenue, San Francisco, CA 94122|greet|restaurant|single_sen
Hi, I'd like to schedule reservation for Pacific Catch, 1200 9th Avenue, San Francisco, CA 94122|greet|restaurant|single_sen
Hi, what is the restaurant ambience? Pacific Catch, 1200 9th Avenue, San Francisco, CA 94122|greet|restaurant|single_sen
Hi, what hours is this restaurant open? Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|greet|restaurant|single_sen
Hi, can I book a reservation at Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|greet|restaurant|single_sen
Hi, how former out is this restaurant scheduling? Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|greet|restaurant|single_sen
Hi there! I'm interested in finding a restaurant that serves seafood in or near Rehoboth Beach, Delaware|greet|restaurant|single_sen
Hi, does this restaurant have an extensive wine list? Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|greet|restaurant|single_sen
Hi I need dinner reservations for an engagement party. There will be 18 people total.|greet|restaurant|single_sen
Hi, does this restaurant have a parking valet service? Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|greet|restaurant|single_sen
Hello, I'm looking for a Brazilian steakhouse, something on the order of Fogo De Chao.  I'm in Cincinnati|greet|restaurant|single_sen
Hi, I'm looking for Italian restaurants in Portland.  Do you have any recommendations?|greet|restaurant|single_sen
Hello, I was wondering if you could tell me what hours Manny's Steakhouse in Minneapolis is open.|greet|restaurant|single_sen
